

Experiment;consisting;of;1;runs;and;3;request;types:
;login
;info
;home


Load,;Duration,;Troughput,;Capacity,;Slow;requests,;Timing;accuracy
------------------------------------------------------------------------------------------
3,;300s,;336,;1.12,;0%,;1.416ms;


Breakdown;of;residence;times;for;login;requests:

Load,;Min,;Max,;Mean,;Std.;dev.,;Shape,;Scale;(successful);(failed);(error);(conn_problem);(timed_out);(redirected);(no_result);
3;597.974;2498.343;1549.888;382.767;16.396;94.53;339;0;0;0;0;0;0;


Breakdown;of;residence;times;for;info;requests:

Load,;Min,;Max,;Mean,;Std.;dev.,;Shape,;Scale;(successful);(failed);(error);(conn_problem);(timed_out);(redirected);(no_result);
3;3.34;196.58;45.958;46.795;0.965;47.646;336;0;0;0;0;0;0;


Breakdown;of;residence;times;for;home;requests:

Load,;Min,;Max,;Mean,;Std.;dev.,;Shape,;Scale;(successful);(failed);(error);(conn_problem);(timed_out);(redirected);(no_result);
3;4.32;301.452;67.728;55.6;1.484;45.643;336;0;0;0;0;0;0;


Percentiles;of;sampled;residence;times;(only;an;approximation;if;residence_times_sample_fraction;is;set):

login;(run;1,;3;users):
;50.0%;of;requests;handled;in;1594.503ms.
;90.0%;of;requests;handled;in;2010.173ms.
;95.0%;of;requests;handled;in;2195.177ms.
;99.0%;of;requests;handled;in;2391.354ms.
;99.9%;of;requests;handled;in;2498.343ms.
;99.99%;of;requests;handled;in;2498.343ms.

info;(run;1,;3;users):
;50.0%;of;requests;handled;in;7.639ms.
;90.0%;of;requests;handled;in;98.11ms.
;95.0%;of;requests;handled;in;99.856ms.
;99.0%;of;requests;handled;in;194.125ms.
;99.9%;of;requests;handled;in;196.58ms.
;99.99%;of;requests;handled;in;196.58ms.

home;(run;1,;3;users):
;50.0%;of;requests;handled;in;93.224ms.
;90.0%;of;requests;handled;in;102.544ms.
;95.0%;of;requests;handled;in;188.04ms.
;99.0%;of;requests;handled;in;260.877ms.
;99.9%;of;requests;handled;in;301.452ms.
;99.99%;of;requests;handled;in;301.452ms.

