

Experiment;consisting;of;1;runs;and;3;request;types:
;login
;info
;home


Load,;Duration,;Troughput,;Capacity,;Slow;requests,;Timing;accuracy
------------------------------------------------------------------------------------------
17,;300s,;1979,;6.597,;0%,;1.214ms;


Breakdown;of;residence;times;for;login;requests:

Load,;Min,;Max,;Mean,;Std.;dev.,;Shape,;Scale;(successful);(failed);(error);(conn_problem);(timed_out);(redirected);(no_result);
17;80.844;2062.523;951.272;443.622;4.598;206.881;1996;0;0;0;0;0;0;


Breakdown;of;residence;times;for;info;requests:

Load,;Min,;Max,;Mean,;Std.;dev.,;Shape,;Scale;(successful);(failed);(error);(conn_problem);(timed_out);(redirected);(no_result);
17;2.384;1651.935;535.229;416.418;1.652;323.982;1989;0;0;0;0;0;0;


Breakdown;of;residence;times;for;home;requests:

Load,;Min,;Max,;Mean,;Std.;dev.,;Shape,;Scale;(successful);(failed);(error);(conn_problem);(timed_out);(redirected);(no_result);
17;3.569;1410.759;76.078;72.788;1.092;69.642;1979;0;0;0;0;0;0;


Percentiles;of;sampled;residence;times;(only;an;approximation;if;residence_times_sample_fraction;is;set):

login;(run;1,;17;users):
;50.0%;of;requests;handled;in;936.13ms.
;90.0%;of;requests;handled;in;1556.385ms.
;95.0%;of;requests;handled;in;1656.506ms.
;99.0%;of;requests;handled;in;1880.29ms.
;99.9%;of;requests;handled;in;1980.986ms.
;99.99%;of;requests;handled;in;2062.523ms.

info;(run;1,;17;users):
;50.0%;of;requests;handled;in;492.958ms.
;90.0%;of;requests;handled;in;1109.139ms.
;95.0%;of;requests;handled;in;1220.602ms.
;99.0%;of;requests;handled;in;1406.791ms.
;99.9%;of;requests;handled;in;1626.796ms.
;99.99%;of;requests;handled;in;1651.935ms.

home;(run;1,;17;users):
;50.0%;of;requests;handled;in;73.508ms.
;90.0%;of;requests;handled;in;120.52ms.
;95.0%;of;requests;handled;in;164.536ms.
;99.0%;of;requests;handled;in;335.523ms.
;99.9%;of;requests;handled;in;1090.385ms.
;99.99%;of;requests;handled;in;1410.759ms.

