

Experiment;consisting;of;1;runs;and;3;request;types:
;login
;info
;home


Load,;Duration,;Troughput,;Capacity,;Slow;requests,;Timing;accuracy
------------------------------------------------------------------------------------------
2,;300s,;506,;1.687,;0%,;1.111ms;


Breakdown;of;residence;times;for;login;requests:

Load,;Min,;Max,;Mean,;Std.;dev.,;Shape,;Scale;(successful);(failed);(error);(conn_problem);(timed_out);(redirected);(no_result);
2;79.564;341.713;165.292;52.61;9.871;16.745;506;0;0;0;0;0;0;


Breakdown;of;residence;times;for;info;requests:

Load,;Min,;Max,;Mean,;Std.;dev.,;Shape,;Scale;(successful);(failed);(error);(conn_problem);(timed_out);(redirected);(no_result);
2;2.49;57.845;6.539;8.099;0.652;10.031;506;0;0;0;0;0;0;


Breakdown;of;residence;times;for;home;requests:

Load,;Min,;Max,;Mean,;Std.;dev.,;Shape,;Scale;(successful);(failed);(error);(conn_problem);(timed_out);(redirected);(no_result);
2;3.843;63.03;8.51;8.28;1.056;8.057;506;0;0;0;0;0;0;


Percentiles;of;sampled;residence;times;(only;an;approximation;if;residence_times_sample_fraction;is;set):

login;(run;1,;2;users):
;50.0%;of;requests;handled;in;159.207ms.
;90.0%;of;requests;handled;in;233.295ms.
;95.0%;of;requests;handled;in;255.946ms.
;99.0%;of;requests;handled;in;304.042ms.
;99.9%;of;requests;handled;in;341.713ms.
;99.99%;of;requests;handled;in;341.713ms.

info;(run;1,;2;users):
;50.0%;of;requests;handled;in;4.541ms.
;90.0%;of;requests;handled;in;7.184ms.
;95.0%;of;requests;handled;in;22.269ms.
;99.0%;of;requests;handled;in;46.654ms.
;99.9%;of;requests;handled;in;57.845ms.
;99.99%;of;requests;handled;in;57.845ms.

home;(run;1,;2;users):
;50.0%;of;requests;handled;in;6.113ms.
;90.0%;of;requests;handled;in;12.191ms.
;95.0%;of;requests;handled;in;26.507ms.
;99.0%;of;requests;handled;in;47.862ms.
;99.9%;of;requests;handled;in;63.03ms.
;99.99%;of;requests;handled;in;63.03ms.

