

Experiment;consisting;of;1;runs;and;3;request;types:
;login
;info
;home


Load,;Duration,;Troughput,;Capacity,;Slow;requests,;Timing;accuracy
------------------------------------------------------------------------------------------
2,;300s,;434,;1.447,;0%,;1.5ms;


Breakdown;of;residence;times;for;login;requests:

Load,;Min,;Max,;Mean,;Std.;dev.,;Shape,;Scale;(successful);(failed);(error);(conn_problem);(timed_out);(redirected);(no_result);
2;88.049;611.651;355.111;107.547;10.903;32.571;434;0;0;0;0;0;0;


Breakdown;of;residence;times;for;info;requests:

Load,;Min,;Max,;Mean,;Std.;dev.,;Shape,;Scale;(successful);(failed);(error);(conn_problem);(timed_out);(redirected);(no_result);
2;3.257;91.631;10.154;16.597;0.374;27.13;434;0;0;0;0;0;0;


Breakdown;of;residence;times;for;home;requests:

Load,;Min,;Max,;Mean,;Std.;dev.,;Shape,;Scale;(successful);(failed);(error);(conn_problem);(timed_out);(redirected);(no_result);
2;4.144;86.439;16.121;21.54;0.56;28.78;434;0;0;0;0;0;0;


Percentiles;of;sampled;residence;times;(only;an;approximation;if;residence_times_sample_fraction;is;set):

login;(run;1,;2;users):
;50.0%;of;requests;handled;in;368.389ms.
;90.0%;of;requests;handled;in;496.659ms.
;95.0%;of;requests;handled;in;508.143ms.
;99.0%;of;requests;handled;in;586.866ms.
;99.9%;of;requests;handled;in;611.651ms.
;99.99%;of;requests;handled;in;611.651ms.

info;(run;1,;2;users):
;50.0%;of;requests;handled;in;5.153ms.
;90.0%;of;requests;handled;in;9.833ms.
;95.0%;of;requests;handled;in;60.964ms.
;99.0%;of;requests;handled;in;77.486ms.
;99.9%;of;requests;handled;in;91.631ms.
;99.99%;of;requests;handled;in;91.631ms.

home;(run;1,;2;users):
;50.0%;of;requests;handled;in;7.173ms.
;90.0%;of;requests;handled;in;59.585ms.
;95.0%;of;requests;handled;in;75.376ms.
;99.0%;of;requests;handled;in;82.045ms.
;99.9%;of;requests;handled;in;86.439ms.
;99.99%;of;requests;handled;in;86.439ms.

