

Experiment;consisting;of;1;runs;and;3;request;types:
;login
;info
;home


Load,;Duration,;Troughput,;Capacity,;Slow;requests,;Timing;accuracy
------------------------------------------------------------------------------------------
14,;300s,;1146,;3.82,;0%,;2.064ms;


Breakdown;of;residence;times;for;login;requests:

Load,;Min,;Max,;Mean,;Std.;dev.,;Shape,;Scale;(successful);(failed);(error);(conn_problem);(timed_out);(redirected);(no_result);
14;265.149;3093.028;1743.786;736.596;5.604;311.147;1148;0;0;0;0;0;0;


Breakdown;of;residence;times;for;info;requests:

Load,;Min,;Max,;Mean,;Std.;dev.,;Shape,;Scale;(successful);(failed);(error);(conn_problem);(timed_out);(redirected);(no_result);
14;2.232;2402.898;801.693;689.877;1.35;593.657;1146;0;0;0;0;0;0;


Breakdown;of;residence;times;for;home;requests:

Load,;Min,;Max,;Mean,;Std.;dev.,;Shape,;Scale;(successful);(failed);(error);(conn_problem);(timed_out);(redirected);(no_result);
14;3.403;712.668;117.469;75.553;2.417;48.593;1146;0;0;0;0;0;0;


Percentiles;of;sampled;residence;times;(only;an;approximation;if;residence_times_sample_fraction;is;set):

login;(run;1,;14;users):
;50.0%;of;requests;handled;in;1717.391ms.
;90.0%;of;requests;handled;in;2699.289ms.
;95.0%;of;requests;handled;in;2798.473ms.
;99.0%;of;requests;handled;in;2992.774ms.
;99.9%;of;requests;handled;in;3093.016ms.
;99.99%;of;requests;handled;in;3093.028ms.

info;(run;1,;14;users):
;50.0%;of;requests;handled;in;804.609ms.
;90.0%;of;requests;handled;in;1796.369ms.
;95.0%;of;requests;handled;in;1906.726ms.
;99.0%;of;requests;handled;in;2206.997ms.
;99.9%;of;requests;handled;in;2402.341ms.
;99.99%;of;requests;handled;in;2402.898ms.

home;(run;1,;14;users):
;50.0%;of;requests;handled;in;112.006ms.
;90.0%;of;requests;handled;in;199.233ms.
;95.0%;of;requests;handled;in;210.075ms.
;99.0%;of;requests;handled;in;280.29ms.
;99.9%;of;requests;handled;in;677.346ms.
;99.99%;of;requests;handled;in;712.668ms.

