

Experiment;consisting;of;1;runs;and;3;request;types:
;login
;info
;home


Load,;Duration,;Troughput,;Capacity,;Slow;requests,;Timing;accuracy
------------------------------------------------------------------------------------------
6,;300s,;1087,;3.623,;0%,;1.941ms;


Breakdown;of;residence;times;for;login;requests:

Load,;Min,;Max,;Mean,;Std.;dev.,;Shape,;Scale;(successful);(failed);(error);(conn_problem);(timed_out);(redirected);(no_result);
6;86.468;1395.547;577.559;355.129;2.645;218.361;1087;0;0;0;0;0;0;


Breakdown;of;residence;times;for;info;requests:

Load,;Min,;Max,;Mean,;Std.;dev.,;Shape,;Scale;(successful);(failed);(error);(conn_problem);(timed_out);(redirected);(no_result);
6;2.209;915.288;55.57;147.52;0.142;391.617;1087;0;0;0;0;0;0;


Breakdown;of;residence;times;for;home;requests:

Load,;Min,;Max,;Mean,;Std.;dev.,;Shape,;Scale;(successful);(failed);(error);(conn_problem);(timed_out);(redirected);(no_result);
6;3.554;129.792;20.069;26.882;0.557;36.008;1087;0;0;0;0;0;0;


Percentiles;of;sampled;residence;times;(only;an;approximation;if;residence_times_sample_fraction;is;set):

login;(run;1,;6;users):
;50.0%;of;requests;handled;in;483.528ms.
;90.0%;of;requests;handled;in;1135.891ms.
;95.0%;of;requests;handled;in;1225.468ms.
;99.0%;of;requests;handled;in;1312.573ms.
;99.9%;of;requests;handled;in;1395.528ms.
;99.99%;of;requests;handled;in;1395.547ms.

info;(run;1,;6;users):
;50.0%;of;requests;handled;in;4.47ms.
;90.0%;of;requests;handled;in;133.173ms.
;95.0%;of;requests;handled;in;397.775ms.
;99.0%;of;requests;handled;in;795.139ms.
;99.9%;of;requests;handled;in;913.955ms.
;99.99%;of;requests;handled;in;915.288ms.

home;(run;1,;6;users):
;50.0%;of;requests;handled;in;6.281ms.
;90.0%;of;requests;handled;in;74.493ms.
;95.0%;of;requests;handled;in;82.622ms.
;99.0%;of;requests;handled;in;91.936ms.
;99.9%;of;requests;handled;in;127.333ms.
;99.99%;of;requests;handled;in;129.792ms.

