

Experiment;consisting;of;1;runs;and;3;request;types:
;login
;info
;home


Load,;Duration,;Troughput,;Capacity,;Slow;requests,;Timing;accuracy
------------------------------------------------------------------------------------------
45,;300s,;2799,;9.33,;0%,;1.703ms;


Breakdown;of;residence;times;for;login;requests:

Load,;Min,;Max,;Mean,;Std.;dev.,;Shape,;Scale;(successful);(failed);(error);(conn_problem);(timed_out);(redirected);(no_result);
45;80.955;4260.659;1996.555;1048.795;3.624;550.935;2839;0;0;0;0;0;0;


Breakdown;of;residence;times;for;info;requests:

Load,;Min,;Max,;Mean,;Std.;dev.,;Shape,;Scale;(successful);(failed);(error);(conn_problem);(timed_out);(redirected);(no_result);
45;2.257;3834.382;1609.85;1019.642;2.493;645.818;2838;0;0;0;0;0;0;


Breakdown;of;residence;times;for;home;requests:

Load,;Min,;Max,;Mean,;Std.;dev.,;Shape,;Scale;(successful);(failed);(error);(conn_problem);(timed_out);(redirected);(no_result);
45;2.84;3499.36;155.144;264.068;0.345;449.468;2838;0;0;0;0;0;0;


Percentiles;of;sampled;residence;times;(only;an;approximation;if;residence_times_sample_fraction;is;set):

login;(run;1,;45;users):
;50.0%;of;requests;handled;in;1981.695ms.
;90.0%;of;requests;handled;in;3444.656ms.
;95.0%;of;requests;handled;in;3653.754ms.
;99.0%;of;requests;handled;in;3936.162ms.
;99.9%;of;requests;handled;in;4259.876ms.
;99.99%;of;requests;handled;in;4260.659ms.

info;(run;1,;45;users):
;50.0%;of;requests;handled;in;1608.716ms.
;90.0%;of;requests;handled;in;3004.422ms.
;95.0%;of;requests;handled;in;3196.088ms.
;99.0%;of;requests;handled;in;3463.276ms.
;99.9%;of;requests;handled;in;3700.352ms.
;99.99%;of;requests;handled;in;3834.382ms.

home;(run;1,;45;users):
;50.0%;of;requests;handled;in;119.777ms.
;90.0%;of;requests;handled;in;198.339ms.
;95.0%;of;requests;handled;in;223.944ms.
;99.0%;of;requests;handled;in;1589.702ms.
;99.9%;of;requests;handled;in;3409.107ms.
;99.99%;of;requests;handled;in;3499.36ms.

