

Experiment;consisting;of;1;runs;and;3;request;types:
;login
;info
;home


Load,;Duration,;Troughput,;Capacity,;Slow;requests,;Timing;accuracy
------------------------------------------------------------------------------------------
4,;300s,;1027,;3.423,;0%,;1.227ms;


Breakdown;of;residence;times;for;login;requests:

Load,;Min,;Max,;Mean,;Std.;dev.,;Shape,;Scale;(successful);(failed);(error);(conn_problem);(timed_out);(redirected);(no_result);
4;75.886;407.517;153.738;51.257;8.996;17.089;1030;0;0;0;0;0;0;


Breakdown;of;residence;times;for;info;requests:

Load,;Min,;Max,;Mean,;Std.;dev.,;Shape,;Scale;(successful);(failed);(error);(conn_problem);(timed_out);(redirected);(no_result);
4;1.949;43.097;4.686;4.302;1.186;3.949;1027;0;0;0;0;0;0;


Breakdown;of;residence;times;for;home;requests:

Load,;Min,;Max,;Mean,;Std.;dev.,;Shape,;Scale;(successful);(failed);(error);(conn_problem);(timed_out);(redirected);(no_result);
4;2.767;44.26;6.49;4.91;1.747;3.715;1027;0;0;0;0;0;0;


Percentiles;of;sampled;residence;times;(only;an;approximation;if;residence_times_sample_fraction;is;set):

login;(run;1,;4;users):
;50.0%;of;requests;handled;in;142.388ms.
;90.0%;of;requests;handled;in;222.55ms.
;95.0%;of;requests;handled;in;246.639ms.
;99.0%;of;requests;handled;in;315.339ms.
;99.9%;of;requests;handled;in;407.119ms.
;99.99%;of;requests;handled;in;407.517ms.

info;(run;1,;4;users):
;50.0%;of;requests;handled;in;3.635ms.
;90.0%;of;requests;handled;in;6.216ms.
;95.0%;of;requests;handled;in;9.987ms.
;99.0%;of;requests;handled;in;27.15ms.
;99.9%;of;requests;handled;in;43.046ms.
;99.99%;of;requests;handled;in;43.097ms.

home;(run;1,;4;users):
;50.0%;of;requests;handled;in;5.079ms.
;90.0%;of;requests;handled;in;9.74ms.
;95.0%;of;requests;handled;in;15.351ms.
;99.0%;of;requests;handled;in;31.419ms.
;99.9%;of;requests;handled;in;44.202ms.
;99.99%;of;requests;handled;in;44.26ms.

