

Experiment;consisting;of;1;runs;and;3;request;types:
;login
;info
;home


Load,;Duration,;Troughput,;Capacity,;Slow;requests,;Timing;accuracy
------------------------------------------------------------------------------------------
35,;300s,;3401,;11.337,;0%,;1.501ms;


Breakdown;of;residence;times;for;login;requests:

Load,;Min,;Max,;Mean,;Std.;dev.,;Shape,;Scale;(successful);(failed);(error);(conn_problem);(timed_out);(redirected);(no_result);
35;78.187;2355.455;1136.712;570.148;3.975;285.973;3436;0;0;0;0;0;0;


Breakdown;of;residence;times;for;info;requests:

Load,;Min,;Max,;Mean,;Std.;dev.,;Shape,;Scale;(successful);(failed);(error);(conn_problem);(timed_out);(redirected);(no_result);
35;1.677;2063.221;843.568;554.808;2.312;364.893;3423;0;0;0;0;0;0;


Breakdown;of;residence;times;for;home;requests:

Load,;Min,;Max,;Mean,;Std.;dev.,;Shape,;Scale;(successful);(failed);(error);(conn_problem);(timed_out);(redirected);(no_result);
35;2.914;1831.416;88.835;111.315;0.637;139.483;3401;0;0;0;0;0;0;


Percentiles;of;sampled;residence;times;(only;an;approximation;if;residence_times_sample_fraction;is;set):

login;(run;1,;35;users):
;50.0%;of;requests;handled;in;1128.001ms.
;90.0%;of;requests;handled;in;1920.72ms.
;95.0%;of;requests;handled;in;2027.57ms.
;99.0%;of;requests;handled;in;2189.68ms.
;99.9%;of;requests;handled;in;2351.848ms.
;99.99%;of;requests;handled;in;2355.455ms.

info;(run;1,;35;users):
;50.0%;of;requests;handled;in;832.93ms.
;90.0%;of;requests;handled;in;1607.685ms.
;95.0%;of;requests;handled;in;1711.385ms.
;99.0%;of;requests;handled;in;1863.898ms.
;99.9%;of;requests;handled;in;1990.506ms.
;99.99%;of;requests;handled;in;2063.221ms.

home;(run;1,;35;users):
;50.0%;of;requests;handled;in;80.817ms.
;90.0%;of;requests;handled;in;119.543ms.
;95.0%;of;requests;handled;in;142.317ms.
;99.0%;of;requests;handled;in;384.972ms.
;99.9%;of;requests;handled;in;1641.658ms.
;99.99%;of;requests;handled;in;1831.416ms.

