

Experiment;consisting;of;1;runs;and;3;request;types:
;login
;info
;home


Load,;Duration,;Troughput,;Capacity,;Slow;requests,;Timing;accuracy
------------------------------------------------------------------------------------------
2,;300s,;482,;1.607,;0%,;1.05ms;


Breakdown;of;residence;times;for;login;requests:

Load,;Min,;Max,;Mean,;Std.;dev.,;Shape,;Scale;(successful);(failed);(error);(conn_problem);(timed_out);(redirected);(no_result);
2;87.035;418.657;227.474;80.403;8.004;28.419;482;0;0;0;0;0;0;


Breakdown;of;residence;times;for;info;requests:

Load,;Min,;Max,;Mean,;Std.;dev.,;Shape,;Scale;(successful);(failed);(error);(conn_problem);(timed_out);(redirected);(no_result);
2;2.69;67.815;7.578;9.608;0.622;12.181;482;0;0;0;0;0;0;


Breakdown;of;residence;times;for;home;requests:

Load,;Min,;Max,;Mean,;Std.;dev.,;Shape,;Scale;(successful);(failed);(error);(conn_problem);(timed_out);(redirected);(no_result);
2;3.769;90.874;10.858;12.501;0.754;14.393;482;0;0;0;0;0;0;


Percentiles;of;sampled;residence;times;(only;an;approximation;if;residence_times_sample_fraction;is;set):

login;(run;1,;2;users):
;50.0%;of;requests;handled;in;215.585ms.
;90.0%;of;requests;handled;in;336.798ms.
;95.0%;of;requests;handled;in;369.439ms.
;99.0%;of;requests;handled;in;403.075ms.
;99.9%;of;requests;handled;in;418.657ms.
;99.99%;of;requests;handled;in;418.657ms.

info;(run;1,;2;users):
;50.0%;of;requests;handled;in;5.177ms.
;90.0%;of;requests;handled;in;9.851ms.
;95.0%;of;requests;handled;in;17.661ms.
;99.0%;of;requests;handled;in;61.111ms.
;99.9%;of;requests;handled;in;67.815ms.
;99.99%;of;requests;handled;in;67.815ms.

home;(run;1,;2;users):
;50.0%;of;requests;handled;in;7.011ms.
;90.0%;of;requests;handled;in;15.756ms.
;95.0%;of;requests;handled;in;48.385ms.
;99.0%;of;requests;handled;in;63.207ms.
;99.9%;of;requests;handled;in;90.874ms.
;99.99%;of;requests;handled;in;90.874ms.

