

Experiment;consisting;of;1;runs;and;3;request;types:
;login
;info
;home


Load,;Duration,;Troughput,;Capacity,;Slow;requests,;Timing;accuracy
------------------------------------------------------------------------------------------
6,;300s,;589,;1.963,;0%,;1.739ms;


Breakdown;of;residence;times;for;login;requests:

Load,;Min,;Max,;Mean,;Std.;dev.,;Shape,;Scale;(successful);(failed);(error);(conn_problem);(timed_out);(redirected);(no_result);
6;406.252;2589.263;1743.855;498.602;12.232;142.56;589;0;0;0;0;0;0;


Breakdown;of;residence;times;for;info;requests:

Load,;Min,;Max,;Mean,;Std.;dev.,;Shape,;Scale;(successful);(failed);(error);(conn_problem);(timed_out);(redirected);(no_result);
6;3.343;1785.011;227.155;388.95;0.341;665.984;589;0;0;0;0;0;0;


Breakdown;of;residence;times;for;home;requests:

Load,;Min,;Max,;Mean,;Std.;dev.,;Shape,;Scale;(successful);(failed);(error);(conn_problem);(timed_out);(redirected);(no_result);
6;4.901;1003.316;81.746;84.178;0.943;86.684;589;0;0;0;0;0;0;


Percentiles;of;sampled;residence;times;(only;an;approximation;if;residence_times_sample_fraction;is;set):

login;(run;1,;6;users):
;50.0%;of;requests;handled;in;1711.012ms.
;90.0%;of;requests;handled;in;2395.771ms.
;95.0%;of;requests;handled;in;2416.063ms.
;99.0%;of;requests;handled;in;2511.373ms.
;99.9%;of;requests;handled;in;2589.263ms.
;99.99%;of;requests;handled;in;2589.263ms.

info;(run;1,;6;users):
;50.0%;of;requests;handled;in;89.877ms.
;90.0%;of;requests;handled;in;803.309ms.
;95.0%;of;requests;handled;in;1303.238ms.
;99.0%;of;requests;handled;in;1591.249ms.
;99.9%;of;requests;handled;in;1785.011ms.
;99.99%;of;requests;handled;in;1785.011ms.

home;(run;1,;6;users):
;50.0%;of;requests;handled;in;91.358ms.
;90.0%;of;requests;handled;in;190.726ms.
;95.0%;of;requests;handled;in;197.446ms.
;99.0%;of;requests;handled;in;290.222ms.
;99.9%;of;requests;handled;in;1003.316ms.
;99.99%;of;requests;handled;in;1003.316ms.

