

Experiment;consisting;of;1;runs;and;3;request;types:
;login
;info
;home


Load,;Duration,;Troughput,;Capacity,;Slow;requests,;Timing;accuracy
------------------------------------------------------------------------------------------
60,;300s,;2765,;9.217,;0%,;1.212ms;


Breakdown;of;residence;times;for;login;requests:

Load,;Min,;Max,;Mean,;Std.;dev.,;Shape,;Scale;(successful);(failed);(error);(conn_problem);(timed_out);(redirected);(no_result);
60;99.705;5942.793;2831.382;1521.718;3.462;817.843;2825;0;0;0;0;0;0;


Breakdown;of;residence;times;for;info;requests:

Load,;Min,;Max,;Mean,;Std.;dev.,;Shape,;Scale;(successful);(failed);(error);(conn_problem);(timed_out);(redirected);(no_result);
60;3.632;5471.03;2425.092;1483.796;2.671;907.863;2782;0;0;0;0;0;0;


Breakdown;of;residence;times;for;home;requests:

Load,;Min,;Max,;Mean,;Std.;dev.,;Shape,;Scale;(successful);(failed);(error);(conn_problem);(timed_out);(redirected);(no_result);
60;3.456;5178.663;222.854;438.653;0.258;863.417;2765;0;0;0;0;0;0;


Percentiles;of;sampled;residence;times;(only;an;approximation;if;residence_times_sample_fraction;is;set):

login;(run;1,;60;users):
;50.0%;of;requests;handled;in;2810.677ms.
;90.0%;of;requests;handled;in;4936.107ms.
;95.0%;of;requests;handled;in;5247.176ms.
;99.0%;of;requests;handled;in;5608.225ms.
;99.9%;of;requests;handled;in;5880.231ms.
;99.99%;of;requests;handled;in;5942.793ms.

info;(run;1,;60;users):
;50.0%;of;requests;handled;in;2430.868ms.
;90.0%;of;requests;handled;in;4462.069ms.
;95.0%;of;requests;handled;in;4752.244ms.
;99.0%;of;requests;handled;in;5128.564ms.
;99.9%;of;requests;handled;in;5320.247ms.
;99.99%;of;requests;handled;in;5471.03ms.

home;(run;1,;60;users):
;50.0%;of;requests;handled;in;153.911ms.
;90.0%;of;requests;handled;in;246.503ms.
;95.0%;of;requests;handled;in;299.806ms.
;99.0%;of;requests;handled;in;2943.397ms.
;99.9%;of;requests;handled;in;5102.151ms.
;99.99%;of;requests;handled;in;5178.663ms.

