

Experiment;consisting;of;1;runs;and;3;request;types:
;login
;info
;home


Load,;Duration,;Troughput,;Capacity,;Slow;requests,;Timing;accuracy
------------------------------------------------------------------------------------------
40,;300s,;2563,;8.543,;0%,;1.68ms;


Breakdown;of;residence;times;for;login;requests:

Load,;Min,;Max,;Mean,;Std.;dev.,;Shape,;Scale;(successful);(failed);(error);(conn_problem);(timed_out);(redirected);(no_result);
40;95.328;4159.181;1938.023;1014.75;3.648;531.324;2603;0;0;0;0;0;0;


Breakdown;of;residence;times;for;info;requests:

Load,;Min,;Max,;Mean,;Std.;dev.,;Shape,;Scale;(successful);(failed);(error);(conn_problem);(timed_out);(redirected);(no_result);
40;2.652;3637.815;1555.518;989.707;2.47;629.707;2575;0;0;0;0;0;0;


Breakdown;of;residence;times;for;home;requests:

Load,;Min,;Max,;Mean,;Std.;dev.,;Shape,;Scale;(successful);(failed);(error);(conn_problem);(timed_out);(redirected);(no_result);
40;3.939;3096.785;167.312;239.947;0.486;344.116;2563;0;0;0;0;0;0;


Percentiles;of;sampled;residence;times;(only;an;approximation;if;residence_times_sample_fraction;is;set):

login;(run;1,;40;users):
;50.0%;of;requests;handled;in;1909.283ms.
;90.0%;of;requests;handled;in;3350.461ms.
;95.0%;of;requests;handled;in;3554.09ms.
;99.0%;of;requests;handled;in;3798.689ms.
;99.9%;of;requests;handled;in;4150.43ms.
;99.99%;of;requests;handled;in;4159.181ms.

info;(run;1,;40;users):
;50.0%;of;requests;handled;in;1535.368ms.
;90.0%;of;requests;handled;in;2913.059ms.
;95.0%;of;requests;handled;in;3104.161ms.
;99.0%;of;requests;handled;in;3330.405ms.
;99.9%;of;requests;handled;in;3606.184ms.
;99.99%;of;requests;handled;in;3637.815ms.

home;(run;1,;40;users):
;50.0%;of;requests;handled;in;133.807ms.
;90.0%;of;requests;handled;in;239.093ms.
;95.0%;of;requests;handled;in;276.749ms.
;99.0%;of;requests;handled;in;1503.454ms.
;99.9%;of;requests;handled;in;2964.731ms.
;99.99%;of;requests;handled;in;3096.785ms.

