

Experiment;consisting;of;1;runs;and;3;request;types:
;login
;info
;home


Load,;Duration,;Troughput,;Capacity,;Slow;requests,;Timing;accuracy
------------------------------------------------------------------------------------------
5,;300s,;1239,;4.13,;0%,;1.381ms;


Breakdown;of;residence;times;for;login;requests:

Load,;Min,;Max,;Mean,;Std.;dev.,;Shape,;Scale;(successful);(failed);(error);(conn_problem);(timed_out);(redirected);(no_result);
5;78.689;547.126;193.26;87.284;4.902;39.421;1239;0;0;0;0;0;0;


Breakdown;of;residence;times;for;info;requests:

Load,;Min,;Max,;Mean,;Std.;dev.,;Shape,;Scale;(successful);(failed);(error);(conn_problem);(timed_out);(redirected);(no_result);
5;1.833;222.847;8.111;20.074;0.163;49.684;1239;0;0;0;0;0;0;


Breakdown;of;residence;times;for;home;requests:

Load,;Min,;Max,;Mean,;Std.;dev.,;Shape,;Scale;(successful);(failed);(error);(conn_problem);(timed_out);(redirected);(no_result);
5;2.853;98.929;8.081;8.851;0.834;9.694;1239;0;0;0;0;0;0;


Percentiles;of;sampled;residence;times;(only;an;approximation;if;residence_times_sample_fraction;is;set):

login;(run;1,;5;users):
;50.0%;of;requests;handled;in;170.595ms.
;90.0%;of;requests;handled;in;316.827ms.
;95.0%;of;requests;handled;in;390.967ms.
;99.0%;of;requests;handled;in;471.005ms.
;99.9%;of;requests;handled;in;536.424ms.
;99.99%;of;requests;handled;in;547.126ms.

info;(run;1,;5;users):
;50.0%;of;requests;handled;in;4.034ms.
;90.0%;of;requests;handled;in;8.16ms.
;95.0%;of;requests;handled;in;29.52ms.
;99.0%;of;requests;handled;in;124.123ms.
;99.9%;of;requests;handled;in;215.505ms.
;99.99%;of;requests;handled;in;222.847ms.

home;(run;1,;5;users):
;50.0%;of;requests;handled;in;5.617ms.
;90.0%;of;requests;handled;in;12.556ms.
;95.0%;of;requests;handled;in;22.488ms.
;99.0%;of;requests;handled;in;48.842ms.
;99.9%;of;requests;handled;in;95.9ms.
;99.99%;of;requests;handled;in;98.929ms.

