

Experiment;consisting;of;1;runs;and;3;request;types:
;login
;info
;home


Load,;Duration,;Troughput,;Capacity,;Slow;requests,;Timing;accuracy
------------------------------------------------------------------------------------------
7,;300s,;753,;2.51,;0%,;2.136ms;


Breakdown;of;residence;times;for;login;requests:

Load,;Min,;Max,;Mean,;Std.;dev.,;Shape,;Scale;(successful);(failed);(error);(conn_problem);(timed_out);(redirected);(no_result);
7;334.997;2387.565;1438.52;416.641;11.921;120.673;760;0;0;0;0;0;0;


Breakdown;of;residence;times;for;info;requests:

Load,;Min,;Max,;Mean,;Std.;dev.,;Shape,;Scale;(successful);(failed);(error);(conn_problem);(timed_out);(redirected);(no_result);
7;2.431;1500.268;238.488;327.334;0.531;449.28;754;0;0;0;0;0;0;


Breakdown;of;residence;times;for;home;requests:

Load,;Min,;Max,;Mean,;Std.;dev.,;Shape,;Scale;(successful);(failed);(error);(conn_problem);(timed_out);(redirected);(no_result);
7;3.214;1010.292;95.813;94.653;1.025;93.506;753;0;0;0;0;0;0;


Percentiles;of;sampled;residence;times;(only;an;approximation;if;residence_times_sample_fraction;is;set):

login;(run;1,;7;users):
;50.0%;of;requests;handled;in;1480.878ms.
;90.0%;of;requests;handled;in;1914.724ms.
;95.0%;of;requests;handled;in;2006.701ms.
;99.0%;of;requests;handled;in;2189.823ms.
;99.9%;of;requests;handled;in;2387.565ms.
;99.99%;of;requests;handled;in;2387.565ms.

info;(run;1,;7;users):
;50.0%;of;requests;handled;in;93.973ms.
;90.0%;of;requests;handled;in;692.454ms.
;95.0%;of;requests;handled;in;1100.014ms.
;99.0%;of;requests;handled;in;1296.012ms.
;99.9%;of;requests;handled;in;1500.268ms.
;99.99%;of;requests;handled;in;1500.268ms.

home;(run;1,;7;users):
;50.0%;of;requests;handled;in;95.812ms.
;90.0%;of;requests;handled;in;199.57ms.
;95.0%;of;requests;handled;in;215.584ms.
;99.0%;of;requests;handled;in;402.89ms.
;99.9%;of;requests;handled;in;1010.292ms.
;99.99%;of;requests;handled;in;1010.292ms.

