

Experiment;consisting;of;1;runs;and;3;request;types:
;login
;info
;home


Load,;Duration,;Troughput,;Capacity,;Slow;requests,;Timing;accuracy
------------------------------------------------------------------------------------------
14,;300s,;840,;2.8,;0%,;2.15ms;


Breakdown;of;residence;times;for;login;requests:

Load,;Min,;Max,;Mean,;Std.;dev.,;Shape,;Scale;(successful);(failed);(error);(conn_problem);(timed_out);(redirected);(no_result);
14;490.974;4594.235;2572.82;1045.653;6.054;424.977;854;0;0;0;0;0;0;


Breakdown;of;residence;times;for;info;requests:

Load,;Min,;Max,;Mean,;Std.;dev.,;Shape,;Scale;(successful);(failed);(error);(conn_problem);(timed_out);(redirected);(no_result);
14;2.744;3395.803;1177.969;992.425;1.409;836.107;849;0;0;0;0;0;0;


Breakdown;of;residence;times;for;home;requests:

Load,;Min,;Max,;Mean,;Std.;dev.,;Shape,;Scale;(successful);(failed);(error);(conn_problem);(timed_out);(redirected);(no_result);
14;4.228;1795.879;198.988;135.075;2.17;91.69;841;0;0;0;0;0;0;


Percentiles;of;sampled;residence;times;(only;an;approximation;if;residence_times_sample_fraction;is;set):

login;(run;1,;14;users):
;50.0%;of;requests;handled;in;2512.381ms.
;90.0%;of;requests;handled;in;3897.744ms.
;95.0%;of;requests;handled;in;4093.358ms.
;99.0%;of;requests;handled;in;4411.61ms.
;99.9%;of;requests;handled;in;4594.235ms.
;99.99%;of;requests;handled;in;4594.235ms.

info;(run;1,;14;users):
;50.0%;of;requests;handled;in;1212.152ms.
;90.0%;of;requests;handled;in;2590.292ms.
;95.0%;of;requests;handled;in;2800.076ms.
;99.0%;of;requests;handled;in;3106.67ms.
;99.9%;of;requests;handled;in;3395.803ms.
;99.99%;of;requests;handled;in;3395.803ms.

home;(run;1,;14;users):
;50.0%;of;requests;handled;in;197.284ms.
;90.0%;of;requests;handled;in;382.376ms.
;95.0%;of;requests;handled;in;401.928ms.
;99.0%;of;requests;handled;in;497.254ms.
;99.9%;of;requests;handled;in;1795.879ms.
;99.99%;of;requests;handled;in;1795.879ms.

