

Experiment;consisting;of;1;runs;and;3;request;types:
;login
;info
;home


Load,;Duration,;Troughput,;Capacity,;Slow;requests,;Timing;accuracy
------------------------------------------------------------------------------------------
35,;300s,;2739,;9.13,;0%,;1.885ms;


Breakdown;of;residence;times;for;login;requests:

Load,;Min,;Max,;Mean,;Std.;dev.,;Shape,;Scale;(successful);(failed);(error);(conn_problem);(timed_out);(redirected);(no_result);
35;77.432;3265.288;1506.572;791.431;3.624;415.754;2774;0;0;0;0;0;0;


Breakdown;of;residence;times;for;info;requests:

Load,;Min,;Max,;Mean,;Std.;dev.,;Shape,;Scale;(successful);(failed);(error);(conn_problem);(timed_out);(redirected);(no_result);
35;2.333;2804.475;1181.412;771.754;2.343;504.146;2745;0;0;0;0;0;0;


Breakdown;of;residence;times;for;home;requests:

Load,;Min,;Max,;Mean,;Std.;dev.,;Shape,;Scale;(successful);(failed);(error);(conn_problem);(timed_out);(redirected);(no_result);
35;3.796;2595.208;132.727;192.255;0.477;278.482;2739;0;0;0;0;0;0;


Percentiles;of;sampled;residence;times;(only;an;approximation;if;residence_times_sample_fraction;is;set):

login;(run;1,;35;users):
;50.0%;of;requests;handled;in;1490.847ms.
;90.0%;of;requests;handled;in;2600.396ms.
;95.0%;of;requests;handled;in;2791.774ms.
;99.0%;of;requests;handled;in;3017.555ms.
;99.9%;of;requests;handled;in;3177.631ms.
;99.99%;of;requests;handled;in;3265.288ms.

info;(run;1,;35;users):
;50.0%;of;requests;handled;in;1184.113ms.
;90.0%;of;requests;handled;in;2226.541ms.
;95.0%;of;requests;handled;in;2402.325ms.
;99.0%;of;requests;handled;in;2613.485ms.
;99.9%;of;requests;handled;in;2754.561ms.
;99.99%;of;requests;handled;in;2804.475ms.

home;(run;1,;35;users):
;50.0%;of;requests;handled;in;107.633ms.
;90.0%;of;requests;handled;in;182.771ms.
;95.0%;of;requests;handled;in;209.464ms.
;99.0%;of;requests;handled;in;913.555ms.
;99.9%;of;requests;handled;in;2582.434ms.
;99.99%;of;requests;handled;in;2595.208ms.

