

Experiment;consisting;of;1;runs;and;3;request;types:
;login
;info
;home


Load,;Duration,;Troughput,;Capacity,;Slow;requests,;Timing;accuracy
------------------------------------------------------------------------------------------
1,;300s,;259,;0.863,;0%,;1.173ms;


Breakdown;of;residence;times;for;login;requests:

Load,;Min,;Max,;Mean,;Std.;dev.,;Shape,;Scale;(successful);(failed);(error);(conn_problem);(timed_out);(redirected);(no_result);
1;78.655;251.4;141.013;39.997;12.43;11.345;259;0;0;0;0;0;0;


Breakdown;of;residence;times;for;info;requests:

Load,;Min,;Max,;Mean,;Std.;dev.,;Shape,;Scale;(successful);(failed);(error);(conn_problem);(timed_out);(redirected);(no_result);
1;3.43;25.924;6.365;3.743;2.892;2.201;259;0;0;0;0;0;0;


Breakdown;of;residence;times;for;home;requests:

Load,;Min,;Max,;Mean,;Std.;dev.,;Shape,;Scale;(successful);(failed);(error);(conn_problem);(timed_out);(redirected);(no_result);
1;4.125;55.409;8.328;5.262;2.505;3.325;259;0;0;0;0;0;0;


Percentiles;of;sampled;residence;times;(only;an;approximation;if;residence_times_sample_fraction;is;set):

login;(run;1,;1;users):
;50.0%;of;requests;handled;in;139.432ms.
;90.0%;of;requests;handled;in;201.213ms.
;95.0%;of;requests;handled;in;209.876ms.
;99.0%;of;requests;handled;in;245.331ms.
;99.9%;of;requests;handled;in;251.4ms.
;99.99%;of;requests;handled;in;251.4ms.

info;(run;1,;1;users):
;50.0%;of;requests;handled;in;5.225ms.
;90.0%;of;requests;handled;in;9.419ms.
;95.0%;of;requests;handled;in;14.809ms.
;99.0%;of;requests;handled;in;23.825ms.
;99.9%;of;requests;handled;in;25.924ms.
;99.99%;of;requests;handled;in;25.924ms.

home;(run;1,;1;users):
;50.0%;of;requests;handled;in;6.742ms.
;90.0%;of;requests;handled;in;12.665ms.
;95.0%;of;requests;handled;in;20.422ms.
;99.0%;of;requests;handled;in;29.478ms.
;99.9%;of;requests;handled;in;55.409ms.
;99.99%;of;requests;handled;in;55.409ms.

