

Experiment;consisting;of;1;runs;and;3;request;types:
;login
;info
;home


Load,;Duration,;Troughput,;Capacity,;Slow;requests,;Timing;accuracy
------------------------------------------------------------------------------------------
15,;300s,;1470,;4.9,;0%,;1.473ms;


Breakdown;of;residence;times;for;login;requests:

Load,;Min,;Max,;Mean,;Std.;dev.,;Shape,;Scale;(successful);(failed);(error);(conn_problem);(timed_out);(redirected);(no_result);
15;167.793;2897.336;1327.426;572.846;5.37;247.209;1485;0;0;0;0;0;0;


Breakdown;of;residence;times;for;info;requests:

Load,;Min,;Max,;Mean,;Std.;dev.,;Shape,;Scale;(successful);(failed);(error);(conn_problem);(timed_out);(redirected);(no_result);
15;1.942;2177.222;606.358;522.563;1.346;450.348;1479;0;0;0;0;0;0;


Breakdown;of;residence;times;for;home;requests:

Load,;Min,;Max,;Mean,;Std.;dev.,;Shape,;Scale;(successful);(failed);(error);(conn_problem);(timed_out);(redirected);(no_result);
15;3.149;1148.825;107.818;90.955;1.405;76.729;1470;0;0;0;0;0;0;


Percentiles;of;sampled;residence;times;(only;an;approximation;if;residence_times_sample_fraction;is;set):

login;(run;1,;15;users):
;50.0%;of;requests;handled;in;1325.12ms.
;90.0%;of;requests;handled;in;2081.825ms.
;95.0%;of;requests;handled;in;2198.717ms.
;99.0%;of;requests;handled;in;2427.009ms.
;99.9%;of;requests;handled;in;2792.961ms.
;99.99%;of;requests;handled;in;2897.336ms.

info;(run;1,;15;users):
;50.0%;of;requests;handled;in;579.915ms.
;90.0%;of;requests;handled;in;1315.984ms.
;95.0%;of;requests;handled;in;1485.07ms.
;99.0%;of;requests;handled;in;1716.21ms.
;99.9%;of;requests;handled;in;2049.644ms.
;99.99%;of;requests;handled;in;2177.222ms.

home;(run;1,;15;users):
;50.0%;of;requests;handled;in;102.018ms.
;90.0%;of;requests;handled;in;193.402ms.
;95.0%;of;requests;handled;in;208.968ms.
;99.0%;of;requests;handled;in;310.932ms.
;99.9%;of;requests;handled;in;1126.495ms.
;99.99%;of;requests;handled;in;1148.825ms.

