

Experiment;consisting;of;1;runs;and;3;request;types:
;login
;info
;home


Load,;Duration,;Troughput,;Capacity,;Slow;requests,;Timing;accuracy
------------------------------------------------------------------------------------------
11,;300s,;1745,;5.817,;0%,;1.601ms;


Breakdown;of;residence;times;for;login;requests:

Load,;Min,;Max,;Mean,;Std.;dev.,;Shape,;Scale;(successful);(failed);(error);(conn_problem);(timed_out);(redirected);(no_result);
11;78.281;1188.628;617.409;236.34;6.824;90.47;1756;0;0;0;0;0;0;


Breakdown;of;residence;times;for;info;requests:

Load,;Min,;Max,;Mean,;Std.;dev.,;Shape,;Scale;(successful);(failed);(error);(conn_problem);(timed_out);(redirected);(no_result);
11;1.978;885.835;220.988;208.385;1.125;196.5;1750;0;0;0;0;0;0;


Breakdown;of;residence;times;for;home;requests:

Load,;Min,;Max,;Mean,;Std.;dev.,;Shape,;Scale;(successful);(failed);(error);(conn_problem);(timed_out);(redirected);(no_result);
11;2.991;695.691;45.496;46.242;0.968;47.001;1745;0;0;0;0;0;0;


Percentiles;of;sampled;residence;times;(only;an;approximation;if;residence_times_sample_fraction;is;set):

login;(run;1,;11;users):
;50.0%;of;requests;handled;in;612.26ms.
;90.0%;of;requests;handled;in;924.272ms.
;95.0%;of;requests;handled;in;992.438ms.
;99.0%;of;requests;handled;in;1082.986ms.
;99.9%;of;requests;handled;in;1179.173ms.
;99.99%;of;requests;handled;in;1188.628ms.

info;(run;1,;11;users):
;50.0%;of;requests;handled;in;182.538ms.
;90.0%;of;requests;handled;in;493.859ms.
;95.0%;of;requests;handled;in;588.408ms.
;99.0%;of;requests;handled;in;704.835ms.
;99.9%;of;requests;handled;in;874.316ms.
;99.99%;of;requests;handled;in;885.835ms.

home;(run;1,;11;users):
;50.0%;of;requests;handled;in;28.137ms.
;90.0%;of;requests;handled;in;94.497ms.
;95.0%;of;requests;handled;in;101.466ms.
;99.0%;of;requests;handled;in;190.935ms.
;99.9%;of;requests;handled;in;525.074ms.
;99.99%;of;requests;handled;in;695.691ms.

