

Experiment;consisting;of;1;runs;and;3;request;types:
;login
;info
;home


Load,;Duration,;Troughput,;Capacity,;Slow;requests,;Timing;accuracy
------------------------------------------------------------------------------------------
6,;300s,;1311,;4.37,;0%,;1.318ms;


Breakdown;of;residence;times;for;login;requests:

Load,;Min,;Max,;Mean,;Std.;dev.,;Shape,;Scale;(successful);(failed);(error);(conn_problem);(timed_out);(redirected);(no_result);
6;75.478;697.753;321.053;149.692;4.6;69.794;1311;0;0;0;0;0;0;


Breakdown;of;residence;times;for;info;requests:

Load,;Min,;Max,;Mean,;Std.;dev.,;Shape,;Scale;(successful);(failed);(error);(conn_problem);(timed_out);(redirected);(no_result);
6;1.742;386.983;35.519;70.195;0.256;138.725;1311;0;0;0;0;0;0;


Breakdown;of;residence;times;for;home;requests:

Load,;Min,;Max,;Mean,;Std.;dev.,;Shape,;Scale;(successful);(failed);(error);(conn_problem);(timed_out);(redirected);(no_result);
6;2.846;209.934;14.644;21.391;0.469;31.246;1311;0;0;0;0;0;0;


Percentiles;of;sampled;residence;times;(only;an;approximation;if;residence_times_sample_fraction;is;set):

login;(run;1,;6;users):
;50.0%;of;requests;handled;in;329.937ms.
;90.0%;of;requests;handled;in;511.053ms.
;95.0%;of;requests;handled;in;567.41ms.
;99.0%;of;requests;handled;in;620.9ms.
;99.9%;of;requests;handled;in;695.296ms.
;99.99%;of;requests;handled;in;697.753ms.

info;(run;1,;6;users):
;50.0%;of;requests;handled;in;3.866ms.
;90.0%;of;requests;handled;in;121.513ms.
;95.0%;of;requests;handled;in;206.175ms.
;99.0%;of;requests;handled;in;310.955ms.
;99.9%;of;requests;handled;in;381.281ms.
;99.99%;of;requests;handled;in;386.983ms.

home;(run;1,;6;users):
;50.0%;of;requests;handled;in;5.495ms.
;90.0%;of;requests;handled;in;55.343ms.
;95.0%;of;requests;handled;in;62.508ms.
;99.0%;of;requests;handled;in;76.626ms.
;99.9%;of;requests;handled;in;203.917ms.
;99.99%;of;requests;handled;in;209.934ms.

