

Experiment;consisting;of;1;runs;and;3;request;types:
;login
;info
;home


Load,;Duration,;Troughput,;Capacity,;Slow;requests,;Timing;accuracy
------------------------------------------------------------------------------------------
20,;300s,;2245,;7.483,;0%,;1.715ms;


Breakdown;of;residence;times;for;login;requests:

Load,;Min,;Max,;Mean,;Std.;dev.,;Shape,;Scale;(successful);(failed);(error);(conn_problem);(timed_out);(redirected);(no_result);
20;79.635;2092.392;990.428;461.871;4.598;215.386;2265;0;0;0;0;0;0;


Breakdown;of;residence;times;for;info;requests:

Load,;Min,;Max,;Mean,;Std.;dev.,;Shape,;Scale;(successful);(failed);(error);(conn_problem);(timed_out);(redirected);(no_result);
20;1.891;1701.934;587.586;441.281;1.773;331.405;2253;0;0;0;0;0;0;


Breakdown;of;residence;times;for;home;requests:

Load,;Min,;Max,;Mean,;Std.;dev.,;Shape,;Scale;(successful);(failed);(error);(conn_problem);(timed_out);(redirected);(no_result);
20;3.222;1470.837;82.86;85.467;0.94;88.157;2245;0;0;0;0;0;0;


Percentiles;of;sampled;residence;times;(only;an;approximation;if;residence_times_sample_fraction;is;set):

login;(run;1,;20;users):
;50.0%;of;requests;handled;in;992.058ms.
;90.0%;of;requests;handled;in;1602.61ms.
;95.0%;of;requests;handled;in;1693.698ms.
;99.0%;of;requests;handled;in;1879.944ms.
;99.9%;of;requests;handled;in;2044.836ms.
;99.99%;of;requests;handled;in;2092.392ms.

info;(run;1,;20;users):
;50.0%;of;requests;handled;in;576.597ms.
;90.0%;of;requests;handled;in;1201.596ms.
;95.0%;of;requests;handled;in;1294.486ms.
;99.0%;of;requests;handled;in;1480.433ms.
;99.9%;of;requests;handled;in;1613.035ms.
;99.99%;of;requests;handled;in;1701.934ms.

home;(run;1,;20;users):
;50.0%;of;requests;handled;in;85.407ms.
;90.0%;of;requests;handled;in;125.621ms.
;95.0%;of;requests;handled;in;171.07ms.
;99.0%;of;requests;handled;in;304.091ms.
;99.9%;of;requests;handled;in;1279.283ms.
;99.99%;of;requests;handled;in;1470.837ms.

